Unnamed: 0,Month,PLANT_NAME,MATERIAL_NAME,ACTUAL_OUTBOUND_MT,PREDICTED_OUTBOUND_MT,LABEL
,2024-01-01,CHINA-WAREHOUSE,MAT-0001,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0001
51.0,2024-01-01,CHINA-WAREHOUSE,MAT-0052,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0052
52.0,2024-01-01,CHINA-WAREHOUSE,MAT-0053,39.61,45.81539999999999,2024-01-01 | CHINA-WAREHOUSE | MAT-0053
53.0,2024-01-01,CHINA-WAREHOUSE,MAT-0054,24.75,16.365199999999998,2024-01-01 | CHINA-WAREHOUSE | MAT-0054
54.0,2024-01-01,CHINA-WAREHOUSE,MAT-0055,90.97,136.59649999999988,2024-01-01 | CHINA-WAREHOUSE | MAT-0055
55.0,2024-01-01,CHINA-WAREHOUSE,MAT-0056,50.11,87.16759999999991,2024-01-01 | CHINA-WAREHOUSE | MAT-0056
56.0,2024-01-01,CHINA-WAREHOUSE,MAT-0057,0.3299999999999999,2.6747000000000027,2024-01-01 | CHINA-WAREHOUSE | MAT-0057
57.0,2024-01-01,CHINA-WAREHOUSE,MAT-0058,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0058
58.0,2024-01-01,CHINA-WAREHOUSE,MAT-0059,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0059
59.0,2024-01-01,CHINA-WAREHOUSE,MAT-0060,0.0,0.8025000000000001,2024-01-01 | CHINA-WAREHOUSE | MAT-0060
60.0,2024-01-01,CHINA-WAREHOUSE,MAT-0061,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0061
61.0,2024-01-01,CHINA-WAREHOUSE,MAT-0062,0.0,0.99,2024-01-01 | CHINA-WAREHOUSE | MAT-0062
62.0,2024-01-01,CHINA-WAREHOUSE,MAT-0063,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0063
63.0,2024-01-01,CHINA-WAREHOUSE,MAT-0064,69.0,49.995,2024-01-01 | CHINA-WAREHOUSE | MAT-0064
64.0,2024-01-01,CHINA-WAREHOUSE,MAT-0065,82.53999999999999,71.29319999999998,2024-01-01 | CHINA-WAREHOUSE | MAT-0065
65.0,2024-01-01,CHINA-WAREHOUSE,MAT-0066,0.0,0.4126000000000001,2024-01-01 | CHINA-WAREHOUSE | MAT-0066
66.0,2024-01-01,CHINA-WAREHOUSE,MAT-0067,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0067
67.0,2024-01-01,CHINA-WAREHOUSE,MAT-0068,0.0,2.96125,2024-01-01 | CHINA-WAREHOUSE | MAT-0068
68.0,2024-01-01,CHINA-WAREHOUSE,MAT-0069,0.0,0.008,2024-01-01 | CHINA-WAREHOUSE | MAT-0069
69.0,2024-01-01,CHINA-WAREHOUSE,MAT-0070,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0070
70.0,2024-01-01,CHINA-WAREHOUSE,MAT-0071,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0071
71.0,2024-01-01,CHINA-WAREHOUSE,MAT-0072,0.0,0.825,2024-01-01 | CHINA-WAREHOUSE | MAT-0072
72.0,2024-01-01,CHINA-WAREHOUSE,MAT-0073,0.0,1.0501,2024-01-01 | CHINA-WAREHOUSE | MAT-0073
73.0,2024-01-01,CHINA-WAREHOUSE,MAT-0074,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0074
74.0,2024-01-01,CHINA-WAREHOUSE,MAT-0075,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0075
75.0,2024-01-01,CHINA-WAREHOUSE,MAT-0076,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0076
76.0,2024-01-01,CHINA-WAREHOUSE,MAT-0077,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0077
77.0,2024-01-01,CHINA-WAREHOUSE,MAT-0078,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0078
78.0,2024-01-01,CHINA-WAREHOUSE,MAT-0079,0.0,10.5195,2024-01-01 | CHINA-WAREHOUSE | MAT-0079
79.0,2024-01-01,CHINA-WAREHOUSE,MAT-0080,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0080
80.0,2024-01-01,CHINA-WAREHOUSE,MAT-0081,0.0,0.51,2024-01-01 | CHINA-WAREHOUSE | MAT-0081
81.0,2024-01-01,CHINA-WAREHOUSE,MAT-0082,427.51,381.5972999999998,2024-01-01 | CHINA-WAREHOUSE | MAT-0082
82.0,2024-01-01,CHINA-WAREHOUSE,MAT-0083,0.0,0.1233,2024-01-01 | CHINA-WAREHOUSE | MAT-0083
83.0,2024-01-01,CHINA-WAREHOUSE,MAT-0084,539.22,582.1454000000006,2024-01-01 | CHINA-WAREHOUSE | MAT-0084
84.0,2024-01-01,CHINA-WAREHOUSE,MAT-0085,0.1,10.83955,2024-01-01 | CHINA-WAREHOUSE | MAT-0085
85.0,2024-01-01,CHINA-WAREHOUSE,MAT-0086,0.0,1.5568999999999995,2024-01-01 | CHINA-WAREHOUSE | MAT-0086
86.0,2024-01-01,CHINA-WAREHOUSE,MAT-0087,0.0,3.85615,2024-01-01 | CHINA-WAREHOUSE | MAT-0087
87.0,2024-01-01,CHINA-WAREHOUSE,MAT-0088,0.0,6.1223,2024-01-01 | CHINA-WAREHOUSE | MAT-0088
88.0,2024-01-01,CHINA-WAREHOUSE,MAT-0089,0.0,0.1,2024-01-01 | CHINA-WAREHOUSE | MAT-0089
89.0,2024-01-01,CHINA-WAREHOUSE,MAT-0090,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0090
90.0,2024-01-01,CHINA-WAREHOUSE,MAT-0091,0.0,0.1908,2024-01-01 | CHINA-WAREHOUSE | MAT-0091
91.0,2024-01-01,CHINA-WAREHOUSE,MAT-0092,0.0,2.8326,2024-01-01 | CHINA-WAREHOUSE | MAT-0092
92.0,2024-01-01,CHINA-WAREHOUSE,MAT-0093,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0093
93.0,2024-01-01,CHINA-WAREHOUSE,MAT-0094,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0094
94.0,2024-01-01,CHINA-WAREHOUSE,MAT-0095,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0095
95.0,2024-01-01,CHINA-WAREHOUSE,MAT-0096,0.0,11.177000000000003,2024-01-01 | CHINA-WAREHOUSE | MAT-0096
96.0,2024-01-01,CHINA-WAREHOUSE,MAT-0097,147.13,132.05879999999982,2024-01-01 | CHINA-WAREHOUSE | MAT-0097
97.0,2024-01-01,CHINA-WAREHOUSE,MAT-0098,24.75,32.9184,2024-01-01 | CHINA-WAREHOUSE | MAT-0098
98.0,2024-01-01,CHINA-WAREHOUSE,MAT-0099,148.54,151.1434500000002,2024-01-01 | CHINA-WAREHOUSE | MAT-0099
99.0,2024-01-01,CHINA-WAREHOUSE,MAT-0100,0.0,0.0583,2024-01-01 | CHINA-WAREHOUSE | MAT-0100
100.0,2024-01-01,CHINA-WAREHOUSE,MAT-0101,0.0,13.264,2024-01-01 | CHINA-WAREHOUSE | MAT-0101
101.0,2024-01-01,CHINA-WAREHOUSE,MAT-0102,0.0,2.2229999999999994,2024-01-01 | CHINA-WAREHOUSE | MAT-0102
102.0,2024-01-01,CHINA-WAREHOUSE,MAT-0103,52.88,36.29040000000005,2024-01-01 | CHINA-WAREHOUSE | MAT-0103
103.0,2024-01-01,CHINA-WAREHOUSE,MAT-0104,9.63,6.468849999999999,2024-01-01 | CHINA-WAREHOUSE | MAT-0104
104.0,2024-01-01,CHINA-WAREHOUSE,MAT-0105,0.0,0.6755000000000001,2024-01-01 | CHINA-WAREHOUSE | MAT-0105
105.0,2024-01-01,CHINA-WAREHOUSE,MAT-0106,0.0,18.83865,2024-01-01 | CHINA-WAREHOUSE | MAT-0106
106.0,2024-01-01,CHINA-WAREHOUSE,MAT-0107,0.0,1.092,2024-01-01 | CHINA-WAREHOUSE | MAT-0107
107.0,2024-01-01,CHINA-WAREHOUSE,MAT-0108,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0108
108.0,2024-01-01,CHINA-WAREHOUSE,MAT-0109,0.0,11.3862,2024-01-01 | CHINA-WAREHOUSE | MAT-0109
109.0,2024-01-01,CHINA-WAREHOUSE,MAT-0110,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0110
110.0,2024-01-01,CHINA-WAREHOUSE,MAT-0111,101.75,72.53539999999997,2024-01-01 | CHINA-WAREHOUSE | MAT-0111
111.0,2024-01-01,CHINA-WAREHOUSE,MAT-0112,523.8,395.4274,2024-01-01 | CHINA-WAREHOUSE | MAT-0112
112.0,2024-01-01,CHINA-WAREHOUSE,MAT-0113,2.49,6.229850000000003,2024-01-01 | CHINA-WAREHOUSE | MAT-0113
113.0,2024-01-01,CHINA-WAREHOUSE,MAT-0114,0.1,7.084500000000004,2024-01-01 | CHINA-WAREHOUSE | MAT-0114
114.0,2024-01-01,CHINA-WAREHOUSE,MAT-0115,0.0,0.3937999999999999,2024-01-01 | CHINA-WAREHOUSE | MAT-0115
115.0,2024-01-01,CHINA-WAREHOUSE,MAT-0116,0.0,3.40005,2024-01-01 | CHINA-WAREHOUSE | MAT-0116
116.0,2024-01-01,CHINA-WAREHOUSE,MAT-0117,0.0,6.426500000000001,2024-01-01 | CHINA-WAREHOUSE | MAT-0117
117.0,2024-01-01,CHINA-WAREHOUSE,MAT-0118,0.0,1.307,2024-01-01 | CHINA-WAREHOUSE | MAT-0118
118.0,2024-01-01,CHINA-WAREHOUSE,MAT-0119,0.0,0.0414,2024-01-01 | CHINA-WAREHOUSE | MAT-0119
119.0,2024-01-01,CHINA-WAREHOUSE,MAT-0120,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0120
120.0,2024-01-01,CHINA-WAREHOUSE,MAT-0121,0.0,0.247,2024-01-01 | CHINA-WAREHOUSE | MAT-0121
121.0,2024-01-01,CHINA-WAREHOUSE,MAT-0122,0.0,4.9625,2024-01-01 | CHINA-WAREHOUSE | MAT-0122
122.0,2024-01-01,CHINA-WAREHOUSE,MAT-0123,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0123
123.0,2024-01-01,CHINA-WAREHOUSE,MAT-0124,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0124
124.0,2024-01-01,CHINA-WAREHOUSE,MAT-0125,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0125
125.0,2024-01-01,CHINA-WAREHOUSE,MAT-0126,0.0,0.055,2024-01-01 | CHINA-WAREHOUSE | MAT-0126
126.0,2024-01-01,CHINA-WAREHOUSE,MAT-0127,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0127
127.0,2024-01-01,CHINA-WAREHOUSE,MAT-0128,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0128
128.0,2024-01-01,CHINA-WAREHOUSE,MAT-0129,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0129
129.0,2024-01-01,CHINA-WAREHOUSE,MAT-0130,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0130
130.0,2024-01-01,CHINA-WAREHOUSE,MAT-0131,0.0,2.10375,2024-01-01 | CHINA-WAREHOUSE | MAT-0131
131.0,2024-01-01,CHINA-WAREHOUSE,MAT-0132,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0132
132.0,2024-01-01,CHINA-WAREHOUSE,MAT-0133,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0133
133.0,2024-01-01,CHINA-WAREHOUSE,MAT-0134,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0134
134.0,2024-01-01,CHINA-WAREHOUSE,MAT-0135,0.0,0.33,2024-01-01 | CHINA-WAREHOUSE | MAT-0135
135.0,2024-01-01,CHINA-WAREHOUSE,MAT-0136,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0136
136.0,2024-01-01,CHINA-WAREHOUSE,MAT-0137,258.51,205.87799999999987,2024-01-01 | CHINA-WAREHOUSE | MAT-0137
137.0,2024-01-01,CHINA-WAREHOUSE,MAT-0138,0.0,0.4742,2024-01-01 | CHINA-WAREHOUSE | MAT-0138
138.0,2024-01-01,CHINA-WAREHOUSE,MAT-0139,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0139
139.0,2024-01-01,CHINA-WAREHOUSE,MAT-0140,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0140
140.0,2024-01-01,CHINA-WAREHOUSE,MAT-0141,0.0,0.513,2024-01-01 | CHINA-WAREHOUSE | MAT-0141
141.0,2024-01-01,CHINA-WAREHOUSE,MAT-0142,434.89,356.5682999999998,2024-01-01 | CHINA-WAREHOUSE | MAT-0142
142.0,2024-01-01,CHINA-WAREHOUSE,MAT-0143,380.69,325.0102999999996,2024-01-01 | CHINA-WAREHOUSE | MAT-0143
143.0,2024-01-01,CHINA-WAREHOUSE,MAT-0144,1405.3,1307.5176000000013,2024-01-01 | CHINA-WAREHOUSE | MAT-0144
144.0,2024-01-01,CHINA-WAREHOUSE,MAT-0145,2422.98,2057.237800000001,2024-01-01 | CHINA-WAREHOUSE | MAT-0145
145.0,2024-01-01,CHINA-WAREHOUSE,MAT-0146,602.27,490.2977999999992,2024-01-01 | CHINA-WAREHOUSE | MAT-0146
146.0,2024-01-01,CHINA-WAREHOUSE,MAT-0147,15.03,33.54950000000005,2024-01-01 | CHINA-WAREHOUSE | MAT-0147
147.0,2024-01-01,CHINA-WAREHOUSE,MAT-0148,123.76,83.33960000000012,2024-01-01 | CHINA-WAREHOUSE | MAT-0148
148.0,2024-01-01,CHINA-WAREHOUSE,MAT-0149,5.08,4.784299999999998,2024-01-01 | CHINA-WAREHOUSE | MAT-0149
149.0,2024-01-01,CHINA-WAREHOUSE,MAT-0150,25.7,24.925499999999985,2024-01-01 | CHINA-WAREHOUSE | MAT-0150
150.0,2024-01-01,CHINA-WAREHOUSE,MAT-0151,9.83,44.629599999999975,2024-01-01 | CHINA-WAREHOUSE | MAT-0151
151.0,2024-01-01,CHINA-WAREHOUSE,MAT-0152,0.0,0.01375,2024-01-01 | CHINA-WAREHOUSE | MAT-0152
152.0,2024-01-01,CHINA-WAREHOUSE,MAT-0153,0.0,132.41449999999998,2024-01-01 | CHINA-WAREHOUSE | MAT-0153
153.0,2024-01-01,CHINA-WAREHOUSE,MAT-0154,0.0,1.4934,2024-01-01 | CHINA-WAREHOUSE | MAT-0154
154.0,2024-01-01,CHINA-WAREHOUSE,MAT-0155,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0155
155.0,2024-01-01,CHINA-WAREHOUSE,MAT-0156,148.52,203.80710000000025,2024-01-01 | CHINA-WAREHOUSE | MAT-0156
156.0,2024-01-01,CHINA-WAREHOUSE,MAT-0157,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0157
157.0,2024-01-01,CHINA-WAREHOUSE,MAT-0158,0.06,25.649799999999978,2024-01-01 | CHINA-WAREHOUSE | MAT-0158
158.0,2024-01-01,CHINA-WAREHOUSE,MAT-0159,15.08,8.774900000000008,2024-01-01 | CHINA-WAREHOUSE | MAT-0159
159.0,2024-01-01,CHINA-WAREHOUSE,MAT-0160,0.0,0.1482,2024-01-01 | CHINA-WAREHOUSE | MAT-0160
160.0,2024-01-01,CHINA-WAREHOUSE,MAT-0161,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0161
161.0,2024-01-01,CHINA-WAREHOUSE,MAT-0162,0.0,0.2476,2024-01-01 | CHINA-WAREHOUSE | MAT-0162
162.0,2024-01-01,CHINA-WAREHOUSE,MAT-0163,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0163
163.0,2024-01-01,CHINA-WAREHOUSE,MAT-0164,0.0,5.850999999999998,2024-01-01 | CHINA-WAREHOUSE | MAT-0164
164.0,2024-01-01,CHINA-WAREHOUSE,MAT-0165,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0165
165.0,2024-01-01,CHINA-WAREHOUSE,MAT-0166,0.0,0.5608,2024-01-01 | CHINA-WAREHOUSE | MAT-0166
166.0,2024-01-01,CHINA-WAREHOUSE,MAT-0167,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0167
167.0,2024-01-01,CHINA-WAREHOUSE,MAT-0168,0.0,0.055,2024-01-01 | CHINA-WAREHOUSE | MAT-0168
168.0,2024-01-01,CHINA-WAREHOUSE,MAT-0169,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0169
169.0,2024-01-01,CHINA-WAREHOUSE,MAT-0170,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0170
170.0,2024-01-01,CHINA-WAREHOUSE,MAT-0171,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0171
171.0,2024-01-01,CHINA-WAREHOUSE,MAT-0172,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0172
172.0,2024-01-01,CHINA-WAREHOUSE,MAT-0173,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0173
173.0,2024-01-01,CHINA-WAREHOUSE,MAT-0174,0.0,0.9872499999999998,2024-01-01 | CHINA-WAREHOUSE | MAT-0174
174.0,2024-01-01,CHINA-WAREHOUSE,MAT-0175,0.0,3.0307,2024-01-01 | CHINA-WAREHOUSE | MAT-0175
175.0,2024-01-01,CHINA-WAREHOUSE,MAT-0176,127.5,86.775,2024-01-01 | CHINA-WAREHOUSE | MAT-0176
176.0,2024-01-01,CHINA-WAREHOUSE,MAT-0177,0.0,0.1926,2024-01-01 | CHINA-WAREHOUSE | MAT-0177
177.0,2024-01-01,CHINA-WAREHOUSE,MAT-0178,0.09,3.089349999999996,2024-01-01 | CHINA-WAREHOUSE | MAT-0178
178.0,2024-01-01,CHINA-WAREHOUSE,MAT-0179,0.0,1.1152,2024-01-01 | CHINA-WAREHOUSE | MAT-0179
179.0,2024-01-01,CHINA-WAREHOUSE,MAT-0180,0.0,0.5950000000000001,2024-01-01 | CHINA-WAREHOUSE | MAT-0180
180.0,2024-01-01,CHINA-WAREHOUSE,MAT-0181,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0181
181.0,2024-01-01,CHINA-WAREHOUSE,MAT-0182,0.0,0.225,2024-01-01 | CHINA-WAREHOUSE | MAT-0182
182.0,2024-01-01,CHINA-WAREHOUSE,MAT-0183,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0183
183.0,2024-01-01,CHINA-WAREHOUSE,MAT-0184,0.0,1.98,2024-01-01 | CHINA-WAREHOUSE | MAT-0184
184.0,2024-01-01,CHINA-WAREHOUSE,MAT-0185,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0185
185.0,2024-01-01,CHINA-WAREHOUSE,MAT-0186,0.0,0.51,2024-01-01 | CHINA-WAREHOUSE | MAT-0186
186.0,2024-01-01,CHINA-WAREHOUSE,MAT-0187,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0187
187.0,2024-01-01,CHINA-WAREHOUSE,MAT-0188,0.0,7.3876,2024-01-01 | CHINA-WAREHOUSE | MAT-0188
188.0,2024-01-01,CHINA-WAREHOUSE,MAT-0189,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0189
189.0,2024-01-01,CHINA-WAREHOUSE,MAT-0190,0.0,5.4461,2024-01-01 | CHINA-WAREHOUSE | MAT-0190
190.0,2024-01-01,CHINA-WAREHOUSE,MAT-0191,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0191
191.0,2024-01-01,CHINA-WAREHOUSE,MAT-0192,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0192
192.0,2024-01-01,CHINA-WAREHOUSE,MAT-0193,50.32,61.71679999999996,2024-01-01 | CHINA-WAREHOUSE | MAT-0193
193.0,2024-01-01,CHINA-WAREHOUSE,MAT-0194,0.0,0.0,2024-01-01 | CHINA-WAREHOUSE | MAT-0194
194.0,2024-01-01,CHINA-WAREHOUSE,MAT-0195,0.61,5.405200000000001,2024-01-01 | CHINA-WAREHOUSE | MAT-0195
