MONTH,MATERIAL_NAME,PLANT_NAME,TOTAL_QUANTITY
2024-01,MAT-0024,CHINA-WAREHOUSE,0.0
2024-01,MAT-0024,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0025,CHINA-WAREHOUSE,0.0
2024-01,MAT-0025,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0026,CHINA-WAREHOUSE,0.0
2024-01,MAT-0026,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0027,CHINA-WAREHOUSE,0.0
2024-01,MAT-0027,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0028,CHINA-WAREHOUSE,0.0
2024-01,MAT-0028,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0029,CHINA-WAREHOUSE,0.0
2024-01,MAT-0029,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0030,CHINA-WAREHOUSE,0.0
2024-01,MAT-0030,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0031,CHINA-WAREHOUSE,0.0
2024-01,MAT-0031,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0032,CHINA-WAREHOUSE,0.0
2024-01,MAT-0032,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0033,CHINA-WAREHOUSE,0.0
2024-01,MAT-0033,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0034,CHINA-WAREHOUSE,0.0
2024-01,MAT-0034,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0035,CHINA-WAREHOUSE,155.43
2024-01,MAT-0035,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0036,CHINA-WAREHOUSE,0.0
2024-01,MAT-0036,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0037,CHINA-WAREHOUSE,0.0
2024-01,MAT-0037,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0038,CHINA-WAREHOUSE,0.0
2024-01,MAT-0038,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0039,CHINA-WAREHOUSE,0.0
2024-01,MAT-0039,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0040,CHINA-WAREHOUSE,0.0
2024-01,MAT-0040,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0041,CHINA-WAREHOUSE,0.0
2024-01,MAT-0041,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0042,CHINA-WAREHOUSE,0.0
2024-01,MAT-0042,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0043,CHINA-WAREHOUSE,0.0
2024-01,MAT-0043,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0044,CHINA-WAREHOUSE,0.0
2024-01,MAT-0044,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0045,CHINA-WAREHOUSE,0.0
2024-01,MAT-0045,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0046,CHINA-WAREHOUSE,173.51
2024-01,MAT-0046,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0047,CHINA-WAREHOUSE,100.00999999999999
2024-01,MAT-0047,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0048,CHINA-WAREHOUSE,0.0
2024-01,MAT-0048,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0049,CHINA-WAREHOUSE,74.5
2024-01,MAT-0049,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0050,CHINA-WAREHOUSE,0.11
2024-01,MAT-0050,SINGAPORE-WAREHOUSE,123.75
2024-01,MAT-0051,CHINA-WAREHOUSE,0.0
2024-01,MAT-0051,SINGAPORE-WAREHOUSE,22.5
2024-01,MAT-0052,CHINA-WAREHOUSE,0.0
2024-01,MAT-0052,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0053,CHINA-WAREHOUSE,39.61
2024-01,MAT-0053,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0054,CHINA-WAREHOUSE,24.75
2024-01,MAT-0054,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0055,CHINA-WAREHOUSE,90.97
2024-01,MAT-0055,SINGAPORE-WAREHOUSE,4.125
2024-01,MAT-0056,CHINA-WAREHOUSE,50.11
2024-01,MAT-0056,SINGAPORE-WAREHOUSE,515.64
2024-01,MAT-0057,CHINA-WAREHOUSE,0.32999999999999996
2024-01,MAT-0057,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0058,CHINA-WAREHOUSE,0.0
2024-01,MAT-0058,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0059,CHINA-WAREHOUSE,0.0
2024-01,MAT-0059,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0060,CHINA-WAREHOUSE,0.0
2024-01,MAT-0060,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0061,CHINA-WAREHOUSE,0.0
2024-01,MAT-0061,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0062,CHINA-WAREHOUSE,0.0
2024-01,MAT-0062,SINGAPORE-WAREHOUSE,99.0
2024-01,MAT-0063,CHINA-WAREHOUSE,0.0
2024-01,MAT-0063,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0064,CHINA-WAREHOUSE,69.0
2024-01,MAT-0064,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0065,CHINA-WAREHOUSE,82.53999999999999
2024-01,MAT-0065,SINGAPORE-WAREHOUSE,100.375
2024-01,MAT-0066,CHINA-WAREHOUSE,0.0
2024-01,MAT-0066,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0067,CHINA-WAREHOUSE,0.0
2024-01,MAT-0067,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0068,CHINA-WAREHOUSE,0.0
2024-01,MAT-0068,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0069,CHINA-WAREHOUSE,0.0
2024-01,MAT-0069,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0070,CHINA-WAREHOUSE,0.0
2024-01,MAT-0070,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0071,CHINA-WAREHOUSE,0.0
2024-01,MAT-0071,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0072,CHINA-WAREHOUSE,0.0
2024-01,MAT-0072,SINGAPORE-WAREHOUSE,41.25
2024-01,MAT-0073,CHINA-WAREHOUSE,0.0
2024-01,MAT-0073,SINGAPORE-WAREHOUSE,105.01
2024-01,MAT-0074,CHINA-WAREHOUSE,0.0
2024-01,MAT-0074,SINGAPORE-WAREHOUSE,9.63
2024-01,MAT-0075,CHINA-WAREHOUSE,0.0
2024-01,MAT-0075,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0076,CHINA-WAREHOUSE,0.0
2024-01,MAT-0076,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0077,CHINA-WAREHOUSE,0.0
2024-01,MAT-0077,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0078,CHINA-WAREHOUSE,0.0
2024-01,MAT-0078,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0079,CHINA-WAREHOUSE,0.0
2024-01,MAT-0079,SINGAPORE-WAREHOUSE,70.13
2024-01,MAT-0080,CHINA-WAREHOUSE,0.0
2024-01,MAT-0080,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0081,CHINA-WAREHOUSE,0.0
2024-01,MAT-0081,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0082,CHINA-WAREHOUSE,427.51
2024-01,MAT-0082,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0083,CHINA-WAREHOUSE,0.0
2024-01,MAT-0083,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0084,CHINA-WAREHOUSE,539.22
2024-01,MAT-0084,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0085,CHINA-WAREHOUSE,0.1
2024-01,MAT-0085,SINGAPORE-WAREHOUSE,0.4
2024-01,MAT-0086,CHINA-WAREHOUSE,0.0
2024-01,MAT-0086,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0087,CHINA-WAREHOUSE,0.0
2024-01,MAT-0087,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0088,CHINA-WAREHOUSE,0.0
2024-01,MAT-0088,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0089,CHINA-WAREHOUSE,0.0
2024-01,MAT-0089,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0090,CHINA-WAREHOUSE,0.0
2024-01,MAT-0090,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0091,CHINA-WAREHOUSE,0.0
2024-01,MAT-0091,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0092,CHINA-WAREHOUSE,0.0
2024-01,MAT-0092,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0093,CHINA-WAREHOUSE,0.0
2024-01,MAT-0093,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0094,CHINA-WAREHOUSE,0.0
2024-01,MAT-0094,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0095,CHINA-WAREHOUSE,0.0
2024-01,MAT-0095,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0096,CHINA-WAREHOUSE,0.0
2024-01,MAT-0096,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0097,CHINA-WAREHOUSE,147.13
2024-01,MAT-0097,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0098,CHINA-WAREHOUSE,24.75
2024-01,MAT-0098,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0099,CHINA-WAREHOUSE,148.54
2024-01,MAT-0099,SINGAPORE-WAREHOUSE,222.75
2024-01,MAT-0100,CHINA-WAREHOUSE,0.0
2024-01,MAT-0100,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0101,CHINA-WAREHOUSE,0.0
2024-01,MAT-0101,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0102,CHINA-WAREHOUSE,0.0
2024-01,MAT-0102,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0103,CHINA-WAREHOUSE,52.879999999999995
2024-01,MAT-0103,SINGAPORE-WAREHOUSE,24.75
2024-01,MAT-0104,CHINA-WAREHOUSE,9.63
2024-01,MAT-0104,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0105,CHINA-WAREHOUSE,0.0
2024-01,MAT-0105,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0106,CHINA-WAREHOUSE,0.0
2024-01,MAT-0106,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0107,CHINA-WAREHOUSE,0.0
2024-01,MAT-0107,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0108,CHINA-WAREHOUSE,0.0
2024-01,MAT-0108,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0109,CHINA-WAREHOUSE,0.0
2024-01,MAT-0109,SINGAPORE-WAREHOUSE,173.27
2024-01,MAT-0110,CHINA-WAREHOUSE,0.0
2024-01,MAT-0110,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0111,CHINA-WAREHOUSE,101.75
2024-01,MAT-0111,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0112,CHINA-WAREHOUSE,523.8
2024-01,MAT-0112,SINGAPORE-WAREHOUSE,99.02
2024-01,MAT-0113,CHINA-WAREHOUSE,2.49
2024-01,MAT-0113,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0114,CHINA-WAREHOUSE,0.1
2024-01,MAT-0114,SINGAPORE-WAREHOUSE,178.5
2024-01,MAT-0115,CHINA-WAREHOUSE,0.0
2024-01,MAT-0115,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0116,CHINA-WAREHOUSE,0.0
2024-01,MAT-0116,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0117,CHINA-WAREHOUSE,0.0
2024-01,MAT-0117,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0118,CHINA-WAREHOUSE,0.0
2024-01,MAT-0118,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0119,CHINA-WAREHOUSE,0.0
2024-01,MAT-0119,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0120,CHINA-WAREHOUSE,0.0
2024-01,MAT-0120,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0121,CHINA-WAREHOUSE,0.0
2024-01,MAT-0121,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0122,CHINA-WAREHOUSE,0.0
2024-01,MAT-0122,SINGAPORE-WAREHOUSE,37.5
2024-01,MAT-0123,CHINA-WAREHOUSE,0.0
2024-01,MAT-0123,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0124,CHINA-WAREHOUSE,0.0
2024-01,MAT-0124,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0125,CHINA-WAREHOUSE,0.0
2024-01,MAT-0125,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0126,CHINA-WAREHOUSE,0.0
2024-01,MAT-0126,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0127,CHINA-WAREHOUSE,0.0
2024-01,MAT-0127,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0128,CHINA-WAREHOUSE,0.0
2024-01,MAT-0128,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0129,CHINA-WAREHOUSE,0.0
2024-01,MAT-0129,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0130,CHINA-WAREHOUSE,0.0
2024-01,MAT-0130,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0131,CHINA-WAREHOUSE,0.0
2024-01,MAT-0131,SINGAPORE-WAREHOUSE,23.375
2024-01,MAT-0132,CHINA-WAREHOUSE,0.0
2024-01,MAT-0132,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0133,CHINA-WAREHOUSE,0.0
2024-01,MAT-0133,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0134,CHINA-WAREHOUSE,0.0
2024-01,MAT-0134,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0135,CHINA-WAREHOUSE,0.0
2024-01,MAT-0135,SINGAPORE-WAREHOUSE,11.0
2024-01,MAT-0136,CHINA-WAREHOUSE,0.0
2024-01,MAT-0136,SINGAPORE-WAREHOUSE,12.375
2024-01,MAT-0137,CHINA-WAREHOUSE,258.51
2024-01,MAT-0137,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0138,CHINA-WAREHOUSE,0.0
2024-01,MAT-0138,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0139,CHINA-WAREHOUSE,0.0
2024-01,MAT-0139,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0140,CHINA-WAREHOUSE,0.0
2024-01,MAT-0140,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0141,CHINA-WAREHOUSE,0.0
2024-01,MAT-0141,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0142,CHINA-WAREHOUSE,434.89
2024-01,MAT-0142,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0143,CHINA-WAREHOUSE,380.69
2024-01,MAT-0143,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0144,CHINA-WAREHOUSE,1405.3
2024-01,MAT-0144,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0145,CHINA-WAREHOUSE,2422.98
2024-01,MAT-0145,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0146,CHINA-WAREHOUSE,602.27
2024-01,MAT-0146,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0147,CHINA-WAREHOUSE,15.030000000000001
2024-01,MAT-0147,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0148,CHINA-WAREHOUSE,123.75999999999999
2024-01,MAT-0148,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0149,CHINA-WAREHOUSE,5.08
2024-01,MAT-0149,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0150,CHINA-WAREHOUSE,25.7
2024-01,MAT-0150,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0151,CHINA-WAREHOUSE,9.83
2024-01,MAT-0151,SINGAPORE-WAREHOUSE,494.55
2024-01,MAT-0152,CHINA-WAREHOUSE,0.0
2024-01,MAT-0152,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0153,CHINA-WAREHOUSE,0.0
2024-01,MAT-0153,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0154,CHINA-WAREHOUSE,0.0
2024-01,MAT-0154,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0155,CHINA-WAREHOUSE,0.0
2024-01,MAT-0155,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0156,CHINA-WAREHOUSE,148.52
2024-01,MAT-0156,SINGAPORE-WAREHOUSE,148.5
2024-01,MAT-0157,CHINA-WAREHOUSE,0.0
2024-01,MAT-0157,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0158,CHINA-WAREHOUSE,0.06
2024-01,MAT-0158,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0159,CHINA-WAREHOUSE,15.08
2024-01,MAT-0159,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0160,CHINA-WAREHOUSE,0.0
2024-01,MAT-0160,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0161,CHINA-WAREHOUSE,0.0
2024-01,MAT-0161,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0162,CHINA-WAREHOUSE,0.0
2024-01,MAT-0162,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0163,CHINA-WAREHOUSE,0.0
2024-01,MAT-0163,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0164,CHINA-WAREHOUSE,0.0
2024-01,MAT-0164,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0165,CHINA-WAREHOUSE,0.0
2024-01,MAT-0165,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0166,CHINA-WAREHOUSE,0.0
2024-01,MAT-0166,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0167,CHINA-WAREHOUSE,0.0
2024-01,MAT-0167,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0168,CHINA-WAREHOUSE,0.0
2024-01,MAT-0168,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0169,CHINA-WAREHOUSE,0.0
2024-01,MAT-0169,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0170,CHINA-WAREHOUSE,0.0
2024-01,MAT-0170,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0171,CHINA-WAREHOUSE,0.0
2024-01,MAT-0171,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0172,CHINA-WAREHOUSE,0.0
2024-01,MAT-0172,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0173,CHINA-WAREHOUSE,0.0
2024-01,MAT-0173,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0174,CHINA-WAREHOUSE,0.0
2024-01,MAT-0174,SINGAPORE-WAREHOUSE,6.875
2024-01,MAT-0175,CHINA-WAREHOUSE,0.0
2024-01,MAT-0175,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0176,CHINA-WAREHOUSE,127.5
2024-01,MAT-0176,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0177,CHINA-WAREHOUSE,0.0
2024-01,MAT-0177,SINGAPORE-WAREHOUSE,1.375
2024-01,MAT-0178,CHINA-WAREHOUSE,0.09
2024-01,MAT-0178,SINGAPORE-WAREHOUSE,7.5
2024-01,MAT-0179,CHINA-WAREHOUSE,0.0
2024-01,MAT-0179,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0180,CHINA-WAREHOUSE,0.0
2024-01,MAT-0180,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0181,CHINA-WAREHOUSE,0.0
2024-01,MAT-0181,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0182,CHINA-WAREHOUSE,0.0
2024-01,MAT-0182,SINGAPORE-WAREHOUSE,1.25
2024-01,MAT-0183,CHINA-WAREHOUSE,0.0
2024-01,MAT-0183,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0184,CHINA-WAREHOUSE,0.0
2024-01,MAT-0184,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0185,CHINA-WAREHOUSE,0.0
2024-01,MAT-0185,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0186,CHINA-WAREHOUSE,0.0
2024-01,MAT-0186,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0187,CHINA-WAREHOUSE,0.0
2024-01,MAT-0187,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0188,CHINA-WAREHOUSE,0.0
2024-01,MAT-0188,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0189,CHINA-WAREHOUSE,0.0
2024-01,MAT-0189,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0190,CHINA-WAREHOUSE,0.0
2024-01,MAT-0190,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0191,CHINA-WAREHOUSE,0.0
2024-01,MAT-0191,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0192,CHINA-WAREHOUSE,0.0
2024-01,MAT-0192,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0193,CHINA-WAREHOUSE,50.32
2024-01,MAT-0193,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0194,CHINA-WAREHOUSE,0.0
2024-01,MAT-0194,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0195,CHINA-WAREHOUSE,0.61
2024-01,MAT-0195,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0196,CHINA-WAREHOUSE,78.4
2024-01,MAT-0196,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0197,CHINA-WAREHOUSE,0.13
2024-01,MAT-0197,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0198,CHINA-WAREHOUSE,257.59
2024-01,MAT-0198,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0199,CHINA-WAREHOUSE,0.0
2024-01,MAT-0199,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0200,CHINA-WAREHOUSE,0.6
2024-01,MAT-0200,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0201,CHINA-WAREHOUSE,125.89999999999999
2024-01,MAT-0201,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0202,CHINA-WAREHOUSE,5.5
2024-01,MAT-0202,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0203,CHINA-WAREHOUSE,0.0
2024-01,MAT-0203,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0204,CHINA-WAREHOUSE,0.0
2024-01,MAT-0204,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0205,CHINA-WAREHOUSE,0.0
2024-01,MAT-0205,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0206,CHINA-WAREHOUSE,248.6
2024-01,MAT-0206,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0207,CHINA-WAREHOUSE,0.0
2024-01,MAT-0207,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0208,CHINA-WAREHOUSE,0.0
2024-01,MAT-0208,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0209,CHINA-WAREHOUSE,0.0
2024-01,MAT-0209,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0210,CHINA-WAREHOUSE,0.0
2024-01,MAT-0210,SINGAPORE-WAREHOUSE,44.0
2024-01,MAT-0211,CHINA-WAREHOUSE,0.0
2024-01,MAT-0211,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0212,CHINA-WAREHOUSE,0.0
2024-01,MAT-0212,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0213,CHINA-WAREHOUSE,0.0
2024-01,MAT-0213,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0214,CHINA-WAREHOUSE,0.0
2024-01,MAT-0214,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0215,CHINA-WAREHOUSE,0.0
2024-01,MAT-0215,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0216,CHINA-WAREHOUSE,0.0
2024-01,MAT-0216,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0217,CHINA-WAREHOUSE,0.0
2024-01,MAT-0217,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0218,CHINA-WAREHOUSE,0.0
2024-01,MAT-0218,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0219,CHINA-WAREHOUSE,0.0
2024-01,MAT-0219,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0220,CHINA-WAREHOUSE,0.0
2024-01,MAT-0220,SINGAPORE-WAREHOUSE,0.0
2024-01,MAT-0221,CHINA-WAREHOUSE,0.0
